aud_last,vis_block8,vis_merged,thinker_24,fast_res3_act,pool_concat,slow_res3_act,slow_stem_act,qwen_emotional,audio_beats_high,audio_whisper_high,vjepa2_vitl_enc18,vjepa2_ap_block_last
0.002336002246011052,-0.0003192398276041786,0.0007580429128211111,-3.428725585763454e-05,0.0003373676563569461,0.03049390793603379,0.0035683782916748905,0.0011940725307795217,0.05259593864320776,0.05359036539448428,0.009560052300003,0.04135891016630922,-0.0005033621719121583
0.0032224882925220304,0.0007024615952104799,0.0012030116922687737,-9.469529504713138e-05,0.0012464815499697581,0.057566361734643585,0.016078060260042548,0.0031685133762948676,0.0863901738193818,0.07393183550448153,0.016499547033163246,0.13290570827666667,0.0003310466127004478
0.0016110967962958969,0.000337038445650251,0.000845225159537221,-0.001765772547514643,8.895535938791005e-05,0.08304187201429158,0.023080282189766883,0.0015983119810698554,0.07720731123117733,0.07207982620457182,0.007004005614362543,0.14348590752342708,0.003908102886271081
-0.00186392222167342,0.0007590374480059836,0.00022772766351408783,0.0015745103828521678,0.007565147599962071,0.06325543572893366,0.04265795621904545,0.009055843027454106,0.07992124033626169,0.08678307238733397,0.01012386406364385,0.20827946055214855,0.01370301457063761
0.0024522643834643536,0.0006064943136152581,0.0005856607276655269,-0.0011079356972913958,-0.00013209758253651674,0.07534046284854413,0.027725828156690106,0.0010337607909605146,0.08087613107636574,0.05571955107734535,0.007858971726818709,0.14220042200759034,0.011105994759418536
0.0012100271378585599,0.0006605843627767163,0.0019449110659479623,0.003377855089638615,0.005261380501906384,0.07099879503948615,0.03483831303310581,0.00648248335573953,0.07838365883799267,0.08100943599129094,0.020062039417098273,0.21400748263113212,0.009662830827437567
0.0029999215121279117,0.0011600237403399667,0.004000582474418481,0.0044895402825204656,0.00438747851876542,0.07283311168430374,0.024886246916139488,0.004202159485430454,0.06967632772284554,0.05955917306710033,0.030650265296571888,0.1837588175549172,0.005889807398489216
-0.0003796577566390623,0.0002741704956861215,8.062876077019493e-06,-0.00011211253149667734,0.006696682376059466,0.06943518680054694,0.04414584310143256,0.008191052118490923,0.07161700562573971,0.08353685896145178,0.009076907750568356,0.19830972439376646,0.013295147204189567
0.0001968239466805245,0.0007156649680837289,0.0015377834815808466,0.002288916231918846,0.0045142151648178705,0.06886929174652329,0.033117051731096574,0.0035266521699668383,0.08177349052857603,0.09201450180262324,0.02073495621152688,0.18185029970481986,0.0074929519541910876
0.0014396700025827163,0.00041986740325228284,0.000969453536526999,0.001839572712924564,0.005639583549054805,0.07614321785513316,0.04181402520043776,0.006339073854178421,0.07138339895755053,0.08802496793214237,0.01333023751794826,0.20538880396634343,0.009367362850753125
0.0006423015447580834,0.0006678976533294188,0.00014013006148161364,0.0016789582878118387,0.013933740017819215,0.07089339353842661,0.050574053660966484,0.012637597115826805,0.06823711923789236,0.09253610845189546,0.004604676134476901,0.2255998569307849,0.019366099964827303
0.0014916317095412515,0.001039906783262268,0.0004888023777311893,0.0003244279014325003,0.0007935227195048352,0.08638339297613126,0.01044454704970122,0.0017889566242956774,0.08847879775566979,0.08497560431715104,0.014293883992650086,0.15716484125005084,-0.0034672470646910387
0.0010648428778949894,0.00018962203557748618,6.570640562131288e-05,-0.0008475270224153067,0.005336437508958626,0.06763904623221603,0.04286586077068933,0.006437718613597103,0.057899655599612736,0.06548431830015035,0.006180392863825547,0.16677947767311704,0.01487081135564949
-0.0002840139641193675,0.00019273567158961658,0.0017638926001382045,0.0014501449950330432,0.0025452248337387556,0.05466270903707481,0.02783889915735926,-0.0001511648852101644,0.05810350406682119,0.0529858792724554,0.023233158281072988,0.12534067936940116,0.002974787215862307
0.0003998953461632481,0.0008555858039471782,0.0008756815750530224,0.002158455970857176,0.003168986728269374,0.05656264038407244,0.01494650023960275,0.0009233759556082082,0.07043855119263756,0.062393039988819544,0.013260632691526556,0.10379039822146299,0.0016166626946869658
-0.00010138270590687205,0.00025524700686219143,-0.00032500056931894484,0.0008154032966558589,0.013499767846951727,0.05885132341063584,0.029416054603643722,0.00944093625730602,0.040694813709706026,0.0611041951633524,-0.000642161414361908,0.20672957319766277,0.019746510370168835
0.0007471593671652956,-0.0009645359823480244,0.0018799972731358148,0.0034392139095871218,0.013298949656018523,0.0665876600542106,0.05419956299010662,0.008143189437760157,0.04752646028646265,0.0667915483936667,0.008858013514327473,0.20500952866859717,0.017254104270250526
-0.0012660601114475875,-0.000767798680954002,0.0013435154660328412,0.001893783441119012,0.0005478361945279175,0.027186044870177287,0.011083071698521962,2.4594712158432278e-05,0.06107705607428217,0.052243178535718485,0.009180631888739302,0.0536514348641503,0.0020974741828467805
-3.457673301454637e-06,0.0005625564808724451,-0.0013070859276922413,2.628578840813147e-05,0.0028083841418720112,0.03443947728374039,0.017553653720824534,0.003057594410165621,0.03752804450050462,0.03836583471274938,0.006058829858375243,0.07997207817970779,0.002008854035011609
0.0008378175061807272,0.0006543153995153264,0.001205576254506014,0.00037936262106086404,0.0019885343954229038,0.035078790446277715,0.017730285253492194,0.0017442127327740309,0.06307922748965207,0.04485107172513382,0.003225405697776297,0.07703279520501384,0.0075891998167207965
0.001006940794468392,-0.00014501018267765167,0.0003411714387766549,-4.077350331499477e-05,-0.000255542089689698,0.09247927507385613,0.0017943069124157767,0.0011667710241454177,0.08697953657247125,0.05891631697886622,0.01488573449387331,0.1530149218742737,-0.004422672172950117
0.00032281461244565456,3.2238172934740006e-05,-0.0007169201917349709,-0.00047725154399813564,0.00469646861711226,0.03300850183586592,0.023928028749651283,0.004491573228733614,0.05293514067307114,0.051761797920335105,0.00423378750565462,0.09218569865333849,0.0056858429015846975
0.0007468924632121342,0.0009048789602275058,0.00014302211729955185,0.0006802650386816824,0.013637443254992831,0.07174691406544303,0.03301446393015795,0.009893323924188733,0.052157993370201404,0.07606634747935467,0.0014418124492294733,0.21109966962831103,0.014022833711351268
-0.0009915036171150864,0.0007627044542459776,-8.086864545475651e-05,0.0009073359060494119,0.0005778524409834064,0.05290427146246657,0.01809166165185161,-0.0019379067871341251,0.09499164286535233,0.07801095582544805,0.02413893146149348,0.13328312634257605,7.178911255323357e-05
0.0017718245344440216,0.000943993109103758,-0.0011495707567519271,-0.00015006356807134602,0.0028645206948567656,0.04117143401526844,0.01984057819936424,0.003267961086748982,0.052112891426077085,0.04882179360720329,0.00652938854727836,0.08708114674664101,0.0021070059228804885
0.0021083152150822592,0.0014154203236103067,-0.00039057763206074003,-0.0011626703553702102,0.004922397143673152,0.06629824644187464,0.017181998526211828,0.004337792073783933,0.0461277193389833,0.06343741857563152,0.002312344951860725,0.12939100706717002,0.004813052397366846
0.0004886232600256331,-2.5569588615324686e-06,0.002692702897547859,0.0033076593936129917,0.016412161101470698,0.06600259506376457,0.061513476131949574,0.010199968870438173,0.029906564072007324,0.05403415608452632,0.010979727623634968,0.18450636492343622,0.016961893386906027
-0.001871370241133264,-0.0004150619988649849,0.000741850779377273,-9.446087460673876e-05,0.008376193545700518,0.05843565956456585,0.022082479365053594,0.0027861381295224406,0.039587142920936465,0.035310868479427895,0.01054088877572213,0.13639378629159188,0.004569897697365377
0.00027172098634764585,0.0005532848335860763,0.00035086147363472237,0.0002640666243678426,0.0033428161036681563,0.10796303133247419,0.01494486418960151,0.00010383821563664243,0.0964238314772956,0.06821649096673359,0.02255607154802418,0.2141047476907261,-0.0014015407268743738
0.002897546906751811,0.00023291579873330195,0.0030716040419065402,0.0018287754892298842,0.0043831430994032425,0.061158102733315914,0.04420740253408438,0.0005890156226087132,0.03398299394757486,0.03647478178027086,0.01672778302599909,0.1570782219059766,0.004665442187615555
0.0017551730543345907,0.000529272548192239,0.0009445790274185126,0.0006490001205747832,0.0037834258237126077,0.03722132593975405,0.02107801746751646,0.0031749749759910615,0.05906482980935833,0.055602651555091136,0.004028590834423081,0.09163146262289953,0.006794737164455005
0.0006737426665495152,0.0005271898126011365,-0.00048445875108882346,-0.0007310221135412575,0.0037411824141599954,0.030061405428568826,0.01622553348715883,0.002974386859932565,0.05134248128160835,0.043084872624604004,0.003403238059036084,0.0663784111093264,0.0026068586876135664
-0.0018664697054191503,-0.00036009547511639555,-5.1512721256585656e-05,-0.0005301781725393083,0.0006385825399775058,0.055271800316404565,0.0226550171209965,-0.0015809741107659647,0.07974900215049273,0.05143782560480759,0.02345514527405612,0.15127710951492185,9.951221909432206e-05
-0.0021195167983023584,0.0007006439300312196,-0.0006576190571649935,-0.0003019368177774592,0.0010558866524661423,0.10462290543364355,0.025701105711050314,0.000145973872349714,0.09330569620942698,0.08825528470333668,0.02432843447604682,0.2330057006329298,0.002348575011637877
0.0010049239372165177,0.001341596074780682,-7.349584120674997e-05,0.0008224270550272191,0.010262496540235588,0.05927156980033037,0.028240796571481028,0.00966921622966765,0.0536885185574647,0.07167389971436938,0.0032181063033931436,0.20016684225993245,0.011921127654204607
0.00027955146379099466,0.00019947456712543507,0.0008423790559390909,-0.0004547936614471839,0.004631223172509638,0.1229804405011237,0.009618670694180757,-6.646719202763065e-05,0.0738715559709817,0.07061949640046805,0.01624979247571903,0.2331523153698072,0.0005922791597186002
0.0018735825096882765,0.001281221059798554,-0.00012781647001247615,-0.0004706158570115802,0.003934537829991314,0.05019919306505468,0.020343716751085608,0.005519653173905683,0.04357426325441337,0.06278306152671578,0.0038079248151916545,0.116684261825867,0.004121336343814617
0.0010683826103559109,0.0012231428891027458,-0.00018738209473667666,0.0006169630796648563,0.00553067854343681,0.035472790070343777,0.03429244126891716,0.0075337210801080775,0.06210090464446689,0.06480721657862883,0.006183127237818555,0.13363331486471014,0.005460197920911014
-0.00020468856564548362,0.00026086647176271077,0.001493541413765342,0.0036412566505532595,0.016951140351011435,0.0701497131958604,0.08335053035989397,0.0099795956411981,0.039713203150313355,0.05709289992228152,0.010879067762289191,0.21995746425818652,0.02197154487657828
0.004170561098362669,0.0005989250603306571,0.0030807426192041034,0.0027383701071812543,0.006915559864864918,0.07071282659308055,0.053299030376365415,0.0020088498058612467,0.020676114130765214,0.028329356966423785,0.015138756258238576,0.1300018533947879,0.006372662774083438
0.0007947184822114651,0.0010435134845465665,0.0004215280841890488,-0.00012558988873934143,0.003172466769683525,0.028502930290414945,0.018068100733216845,0.0026750258748506903,0.0796732595190406,0.07058180254534814,0.003720437876836514,0.0670303451770451,0.004804680675078999
0.0011364986603439313,0.0002632536015880759,0.0016157445079443278,0.001043949250743025,0.012555229943245642,0.17560533463256445,0.030843101412756355,0.000707937038896489,0.036508165125269464,0.06099730962887404,0.015140501331188725,0.27708915807306755,0.009056651142600458
-0.0014435440957640828,0.0005511531294359882,0.00020336565103207252,0.0014285951283454779,0.014503989616059698,0.05944514236762185,0.04514415736775845,0.01217545185500058,0.03093412076123058,0.05333757287007759,0.005111733281410123,0.20487013366073376,0.019351499548065483
0.002030749259574804,-0.0003280235705460654,0.0022793018561060303,0.0017881829535326685,0.0024297286290675397,0.07012089350610039,0.03528912202455107,-0.001581186883413466,0.05434449872700497,0.05066394468303768,0.026475658851268232,0.16333541687345143,0.0046850845938024585
